Latitude,Longitude,NR_Scan_PCI_SortedBy_RSRP_0,NR_Scan_PCI_SortedBy_RSRP_1,NR_Scan_PCI_SortedBy_RSRP_2,NR_Scan_PCI_SortedBy_RSRP_3,NR_Scan_PCI_SortedBy_RSRP_4,NR_Scan_PCI_SortedBy_RSRP_5,NR_Scan_PCI_SortedBy_RSRP_6,NR_Scan_SSB_RSRP_SortedBy_RSRP_0,NR_Scan_SSB_RSRP_SortedBy_RSRP_1,NR_Scan_SSB_RSRP_SortedBy_RSRP_2,NR_Scan_SSB_RSRP_SortedBy_RSRP_3,NR_Scan_SSB_RSRP_SortedBy_RSRP_4,NR_Scan_SSB_RSRP_SortedBy_RSRP_5,NR_Scan_SSB_RSRP_SortedBy_RSRP_6,NR_Scan_SSB_RSRQ_SortedBy_RSRP_0,NR_Scan_SSB_RSRQ_SortedBy_RSRP_1,NR_Scan_SSB_RSRQ_SortedBy_RSRP_2,NR_Scan_SSB_RSRQ_SortedBy_RSRP_3,NR_Scan_SSB_RSRQ_SortedBy_RSRP_4,NR_Scan_SSB_RSRQ_SortedBy_RSRP_5,NR_Scan_SSB_RSRQ_SortedBy_RSRP_6,NR_Scan_SSB_SINR_SortedBy_RSRP_0,NR_Scan_SSB_SINR_SortedBy_RSRP_1,NR_Scan_SSB_SINR_SortedBy_RSRP_2,NR_Scan_SSB_SINR_SortedBy_RSRP_3,NR_Scan_SSB_SINR_SortedBy_RSRP_4,NR_Scan_SSB_SINR_SortedBy_RSRP_5,NR_Scan_SSB_SINR_SortedBy_RSRP_6
41.10697,29.02325,30.0,40.0,3.0,,,,,-90.78,-93.36,-111.8,,,,,-12.64,-15.22,-33.76,,,,,2.24,-2.77,-23.12,,,,
41.10697,29.02325,40.0,30.0,3.0,,,,,-91.75,-93.26,-109.93,,,,,-12.96,-14.48,-31.1,,,,,1.42,-1.57,-20.45,,,,
41.10697,29.02325,40.0,30.0,,,,,,-93.55,-95.15,,,,,,-13.01,-14.61,,,,,,1.33,-1.78,,,,,
41.10697,29.02325,30.0,40.0,3.0,,,,,-93.99,-99.97,-114.18,,,,,-11.76,-17.75,-31.95,,,,,5.19,-6.19,-21.3,,,,
41.10697,29.02325,30.0,40.0,3.0,,,,,-92.09,-92.8,-109.6,,,,,-13.37,-14.08,-30.78,,,,,0.5,-0.88,-20.12,,,,
41.10697,29.02325,30.0,40.0,3.0,,,,,-93.41,-94.19,-110.22,,,,,-13.4,-14.19,-30.14,,,,,0.45,-1.06,-19.47,,,,
41.10697,29.02324,40.0,30.0,3.0,,,,,-92.54,-94.88,-111.9,,,,,-12.78,-15.12,-32.07,,,,,1.88,-2.61,-21.42,,,,
41.10697,29.02324,40.0,30.0,3.0,,,,,-93.77,-98.47,-113.15,,,,,-12.04,-16.73,-30.85,,,,,4.07,-4.91,-20.19,,,,
41.10697,29.02324,40.0,30.0,3.0,,,,,-93.79,-95.2,-115.12,,,,,-13.07,-14.48,-34.51,,,,,1.15,-1.57,-23.87,,,,
41.10697,29.02324,40.0,30.0,3.0,,,,,-92.14,-95.16,-114.18,,,,,-12.55,-15.59,-34.97,,,,,2.47,-3.31,-24.34,,,,
41.10697,29.02324,30.0,40.0,3.0,,,,,-92.74,-96.8,-114.07,,,,,-12.19,-16.25,-33.47,,,,,3.59,-4.24,-22.83,,,,
41.10697,29.02323,40.0,30.0,3.0,,,,,-92.14,-97.09,-110.81,,,,,-11.95,-16.91,-30.9,,,,,4.4,-5.13,-20.23,,,,
41.10697,29.02323,30.0,40.0,3.0,,,,,-92.9,-92.99,-113.35,,,,,-13.7,-13.79,-34.44,,,,,-0.15,-0.33,-23.8,,,,
41.10697,29.02323,40.0,30.0,3.0,,,,,-91.75,-93.43,-109.16,,,,,-12.99,-14.68,-30.36,,,,,1.36,-1.91,-19.7,,,,
41.10697,29.02323,40.0,30.0,3.0,,,,,-90.91,-96.07,-108.36,,,,,-11.94,-17.11,-29.27,,,,,4.43,-5.39,-18.59,,,,
41.10697,29.02323,40.0,30.0,3.0,,,,,-91.86,-96.53,-112.55,,,,,-12.03,-16.7,-32.72,,,,,4.11,-4.84,-22.07,,,,
41.10697,29.02322,40.0,30.0,3.0,,,,,-93.57,-96.57,-107.42,,,,,-12.72,-15.72,-26.58,,,,,2.02,-3.51,-15.85,,,,
41.10697,29.02322,40.0,30.0,3.0,,,,,-90.85,-95.57,-110.4,,,,,-12.04,-16.77,-31.27,,,,,4.05,-4.95,-20.62,,,,
41.10697,29.02322,40.0,30.0,3.0,,,,,-92.63,-97.67,-110.78,,,,,-11.95,-16.98,-30.27,,,,,4.41,-5.23,-19.61,,,,
41.10697,29.02322,40.0,30.0,3.0,,,,,-92.45,-95.79,-108.5,,,,,-12.48,-15.82,-28.53,,,,,2.69,-3.65,-17.84,,,,
41.10697,29.02322,40.0,30.0,3.0,,,,,-91.98,-94.13,-116.05,,,,,-12.86,-15.02,-36.28,,,,,1.66,-2.45,-25.65,,,,
41.10697,29.02322,40.0,30.0,3.0,,,,,-91.57,-94.27,-113.72,,,,,-12.61,-15.32,-34.65,,,,,2.31,-2.91,-24.02,,,,
41.10696,29.0232,40.0,30.0,3.0,,,,,-89.73,-94.31,-110.07,,,,,-12.06,-16.64,-32.49,,,,,4.0,-4.8,-21.84,,,,
41.10696,29.0232,40.0,30.0,3.0,,,,,-89.46,-94.42,-108.95,,,,,-12.11,-17.07,-31.58,,,,,3.85,-5.34,-20.93,,,,
41.10696,29.0232,40.0,30.0,3.0,,,,,-92.94,-95.64,-109.31,,,,,-12.72,-15.43,-29.1,,,,,2.02,-3.08,-18.42,,,,
41.10696,29.0232,40.0,30.0,3.0,,,,,-92.74,-97.34,-110.14,,,,,-12.12,-16.72,-29.32,,,,,3.79,-4.88,-18.64,,,,
41.10696,29.0232,40.0,30.0,3.0,,,,,-91.4,-95.31,-110.44,,,,,-12.25,-16.17,-31.27,,,,,3.36,-4.13,-20.61,,,,
41.10696,29.02319,40.0,30.0,3.0,,,,,-91.57,-93.94,-112.17,,,,,-12.76,-15.14,-33.29,,,,,1.91,-2.64,-22.65,,,,
41.10696,29.02319,40.0,30.0,3.0,,,,,-90.67,-91.71,-107.53,,,,,-13.22,-14.26,-30.3,,,,,0.84,-1.2,-19.64,,,,
41.10696,29.02319,40.0,30.0,3.0,,,,,-91.47,-96.18,-112.87,,,,,-11.98,-16.69,-33.02,,,,,4.3,-4.84,-22.37,,,,
41.10696,29.02319,30.0,40.0,3.0,23.0,,,,-92.16,-92.7,-107.85,-118.5,,,,-13.31,-13.85,-29.0,-39.65,,,,0.65,-0.44,-18.3,-29.04,,,
41.10696,29.02319,40.0,30.0,3.0,,,,,-88.73,-95.49,-107.15,,,,,-11.51,-18.28,-29.92,,,,,6.33,-6.85,-19.25,,,,
41.10696,29.02319,40.0,30.0,3.0,,,,,-91.66,-95.69,-114.23,,,,,-12.16,-16.19,-34.86,,,,,3.65,-4.17,-24.24,,,,
41.10695,29.02318,40.0,30.0,3.0,,,,,-92.53,-94.89,-111.85,,,,,-12.68,-15.04,-32.04,,,,,2.14,-2.49,-21.4,,,,
41.10695,29.02318,40.0,30.0,3.0,,,,,-91.58,-94.7,-113.38,,,,,-12.48,-15.6,-34.25,,,,,2.67,-3.33,-23.61,,,,
41.10695,29.02318,40.0,30.0,3.0,,,,,-91.63,-94.52,-110.44,,,,,-12.54,-15.43,-31.36,,,,,2.52,-3.08,-20.7,,,,
41.10695,29.02318,40.0,30.0,3.0,,,,,-93.6,-95.46,-111.4,,,,,-12.93,-14.79,-30.71,,,,,1.5,-2.09,-20.04,,,,
41.10695,29.02318,40.0,30.0,3.0,,,,,-89.75,-97.63,-113.53,,,,,-11.32,-19.2,-35.22,,,,,7.46,-7.93,-24.59,,,,
41.10695,29.02317,40.0,30.0,3.0,59.0,23.0,,,-89.05,-97.03,-117.83,-121.94,-118.72,,,-11.3,-19.29,,,,,,7.65,-8.03,-29.46,-33.56,-30.35,,
41.10695,29.02317,40.0,30.0,3.0,23.0,,,,-90.74,-99.2,-109.23,-114.85,,,,-11.32,-19.79,-29.81,-35.64,,,,7.5,-8.61,-19.14,-25.01,,,
41.10695,29.02317,40.0,30.0,3.0,23.0,,,,-91.26,-96.45,-111.34,-114.83,,,,-11.88,-17.07,-31.97,-35.47,,,,4.67,-5.34,-21.32,-24.84,,,
41.10695,29.02317,40.0,30.0,3.0,23.0,,,,-90.62,-99.12,-112.76,-114.95,,,,-11.27,-19.77,-33.53,-35.9,,,,7.85,-8.59,-22.89,-25.27,,,
41.10695,29.02317,40.0,30.0,3.0,23.0,,,,-92.94,-97.44,-109.34,-114.59,,,,-12.12,-16.62,-28.51,-33.92,,,,3.79,-4.75,-17.82,-23.28,,,
41.10695,29.02317,40.0,30.0,3.0,23.0,,,,-91.73,-98.65,-106.2,-113.15,,,,-11.64,-18.57,-26.12,-32.79,,,,5.71,-7.19,-15.38,-22.16,,,
41.10695,29.02316,40.0,30.0,3.0,23.0,,,,-91.94,-99.49,-105.79,-115.63,,,,-11.53,-19.09,-25.39,-34.9,,,,6.24,-7.81,-14.62,-24.27,,,
41.10695,29.02316,40.0,30.0,3.0,23.0,,,,-91.62,-97.43,-108.7,-116.68,,,,-11.76,-17.57,-28.84,-36.81,,,,5.19,-5.97,-18.16,-26.18,,,
41.10695,29.02316,40.0,30.0,23.0,3.0,,,,-91.79,-98.01,-114.11,-114.43,,,,-11.66,-17.89,-33.93,-33.92,,,,5.61,-6.37,-23.3,-23.28,,,
41.10695,29.02316,40.0,30.0,3.0,23.0,,,,-90.35,-99.34,-109.79,-112.77,,,,-11.23,-20.23,-30.68,-33.51,,,,8.08,-9.11,-20.02,-22.86,,,
41.10695,29.02316,40.0,30.0,3.0,23.0,,,,-91.06,-101.32,-111.49,-113.36,,,,-11.14,-21.4,-31.29,-33.56,,,,8.82,-10.41,-20.64,-22.92,,,
41.10695,29.02316,40.0,30.0,3.0,23.0,,,,-91.99,-99.2,-112.61,-113.49,,,,-11.52,-18.73,-31.97,-33.11,,,,6.31,-7.38,-21.32,-22.48,,,
41.10695,29.02315,40.0,30.0,3.0,23.0,,,,-90.96,-98.15,-112.63,-114.98,,,,-11.47,-18.67,-33.68,-35.22,,,,6.58,-7.31,-23.04,-24.58,,,
41.10695,29.02315,40.0,30.0,3.0,23.0,,,,-90.64,-98.86,-110.36,-114.7,,,,-11.36,-19.57,-31.25,-35.59,,,,7.23,-8.36,-20.59,-24.96,,,
41.10695,29.02315,40.0,30.0,68.0,3.0,,,,-91.9,-99.49,-112.75,-116.72,,,,-11.46,-19.05,-32.29,-36.24,,,,6.64,-7.77,-21.64,-25.61,,,
41.10695,29.02315,40.0,30.0,3.0,23.0,,,,-90.49,-95.84,-112.57,-113.97,,,,-11.83,-17.18,-33.86,-35.36,,,,4.88,-5.48,-23.22,-24.73,,,
41.10695,29.02315,40.0,30.0,3.0,23.0,,,,-91.39,-95.1,-111.53,-117.49,,,,-12.27,-15.98,-31.96,-37.69,,,,3.31,-3.88,-21.31,-27.06,,,
41.10695,29.02315,40.0,30.0,3.0,23.0,,,,-90.6,-95.81,-106.1,-113.96,,,,-11.86,-17.07,-27.36,-34.93,,,,4.75,-5.34,-16.64,-24.3,,,
41.10695,29.02314,40.0,30.0,3.0,23.0,,,,-89.14,-98.6,-109.47,-116.42,,,,-11.18,-20.64,-31.15,-38.6,,,,8.51,-9.57,-20.49,-27.97,,,
41.10695,29.02314,40.0,30.0,3.0,23.0,,,,-89.79,-98.48,-111.55,-112.9,,,,-11.28,-19.98,-32.47,-34.07,,,,7.74,-8.83,-21.82,-23.43,,,
41.10695,29.02314,40.0,30.0,23.0,3.0,,,,-90.23,-97.12,-113.46,-116.23,,,,-11.51,-18.39,-33.04,-37.63,,,,6.37,-6.99,-22.4,-27.01,,,
41.10695,29.02314,40.0,30.0,23.0,3.0,,,,-89.96,-98.95,-115.06,-115.22,,,,-11.22,-20.22,-36.27,-36.33,,,,8.19,-9.1,-25.64,-25.7,,,
41.10695,29.02314,40.0,30.0,3.0,23.0,68.0,,,-90.35,-100.91,-112.66,-123.37,-126.77,,,-11.11,-21.67,-33.44,,,,,9.11,-10.7,-22.8,-33.53,-36.93,,
41.10694,29.02313,40.0,30.0,3.0,23.0,,,,-92.29,-96.91,-109.0,-114.62,,,,-12.1,-16.72,-28.82,-33.65,,,,3.88,-4.88,-18.13,-23.01,,,
41.10694,29.02313,40.0,30.0,3.0,23.0,68.0,,,-91.22,-99.21,-112.85,-114.94,-118.0,,,-11.37,-19.36,-33.01,-35.09,-36.14,,,7.19,-8.11,-22.36,-24.46,-25.5,,
41.10694,29.02313,40.0,30.0,3.0,68.0,23.0,,,-91.23,-99.1,-107.61,-116.85,-117.26,,,-11.43,-19.3,-27.85,-36.24,-36.47,,,6.83,-8.05,-17.14,-25.6,-25.86,,
41.10694,29.02313,40.0,30.0,23.0,3.0,,,,-91.16,-98.57,-113.61,-114.37,,,,-11.47,-18.88,-33.28,-33.96,,,,6.6,-7.56,-22.63,-23.32,,,
41.10694,29.02313,40.0,30.0,3.0,23.0,68.0,,,-91.01,-99.61,-113.01,-116.4,-118.71,,,-11.28,-19.88,-33.68,-36.68,,,,7.74,-8.72,-23.04,-26.05,-29.61,,
41.10694,29.02311,40.0,30.0,68.0,23.0,3.0,,,-89.85,-104.48,-116.9,-118.99,-121.83,,,-10.84,-25.48,-37.82,-39.92,,,,12.67,-14.72,-27.19,-29.29,-32.15,,
41.10694,29.02311,40.0,30.0,23.0,68.0,3.0,,,-89.85,-100.72,-115.24,-115.58,-117.13,,,-11.03,-21.91,-36.5,-36.99,-38.51,,,9.92,-10.96,-25.87,-26.36,-27.89,,
41.10694,29.02311,40.0,30.0,23.0,3.0,68.0,,,-89.89,-100.89,-112.82,-113.76,-114.15,,,-11.04,-22.05,-33.83,-35.2,-35.29,,,9.76,-11.11,-23.19,-24.57,-24.66,,
41.10694,29.02311,40.0,30.0,23.0,3.0,68.0,,,-93.02,-100.51,-113.95,-117.42,-119.46,,,-11.49,-19.0,-32.18,-35.9,-36.72,,,6.45,-7.7,-21.53,-25.27,-26.09,,
41.10694,29.02311,40.0,30.0,3.0,23.0,68.0,,,-89.81,-100.35,-113.07,-113.72,-117.05,,,-11.07,-21.61,-34.78,-35.45,-39.25,,,9.48,-10.63,-24.15,-24.81,-28.62,,
41.10694,29.02311,40.0,30.0,3.0,23.0,68.0,,,-90.47,-101.57,-109.53,-118.08,-118.17,,,-11.05,-22.15,-30.11,-39.26,-39.35,,,9.72,-11.22,-19.44,-28.63,-28.72,,
41.10694,29.0231,40.0,30.0,3.0,68.0,,,,-94.65,-101.19,-111.66,-115.4,,,,-11.71,-18.23,-28.71,-32.45,,,,5.43,-6.8,-18.02,-21.8,,,
41.10694,29.0231,40.0,30.0,3.0,68.0,23.0,,,-91.53,-100.16,-110.77,-129.16,-120.34,,,-11.3,-19.93,-30.53,,,,,7.63,-8.77,-19.87,-38.35,-29.51,,
41.10694,29.0231,40.0,30.0,68.0,3.0,23.0,,,-90.58,-99.85,-114.71,-114.98,-116.57,,,-11.18,-20.46,-34.59,-35.29,-36.88,,,8.5,-9.36,-23.94,-24.67,-26.25,,
41.10694,29.0231,40.0,30.0,3.0,23.0,,,,-92.04,-99.97,-113.08,-113.86,,,,-11.38,-19.3,-32.22,-32.88,,,,7.09,-8.07,-21.58,-22.24,,,
41.10694,29.0231,40.0,30.0,23.0,3.0,68.0,,,-92.24,-101.86,-113.22,-113.42,-118.92,,,-11.22,-20.84,-32.04,-32.07,-38.33,,,8.21,-9.78,-21.39,-21.43,-27.7,,
41.10694,29.0231,40.0,30.0,3.0,23.0,68.0,,,-91.45,-100.83,-115.53,-115.87,-119.91,,,-11.19,-20.58,-35.15,-35.18,-38.56,,,8.38,-9.5,-24.51,-24.55,-27.94,,
41.10694,29.0231,40.0,30.0,23.0,3.0,68.0,,,-93.7,-101.26,-112.09,-116.04,-119.12,,,-11.49,-19.05,-29.91,-33.0,-36.07,,,6.48,-7.76,-19.23,-22.36,-25.44,,
41.10694,29.02309,40.0,30.0,3.0,23.0,,,,-92.84,-102.34,-115.32,-116.45,,,,-11.19,-20.7,-34.07,-34.83,,,,8.46,-9.63,-23.43,-24.19,,,
41.10694,29.02309,40.0,30.0,23.0,3.0,,,,-91.03,-99.68,-115.45,-120.53,,,,-11.26,-19.91,-35.69,,,,,7.94,-8.75,-25.06,-30.16,,,
41.10694,29.02309,40.0,30.0,3.0,23.0,68.0,,,-92.03,-97.85,-113.04,-115.32,-118.14,,,-11.76,-17.59,-32.9,-34.72,-37.83,,,5.17,-6.0,-22.27,-24.09,-27.2,,
41.10694,29.02309,40.0,30.0,23.0,3.0,68.0,,,-88.65,-99.8,-112.81,-114.47,-118.08,,,-11.02,-22.16,-33.75,-38.04,-38.69,,,10.05,-11.23,-23.11,-27.42,-28.06,,
41.10694,29.02309,40.0,30.0,3.0,23.0,,,,-85.46,-99.48,-110.78,-112.92,,,,-10.83,-24.86,-35.77,-38.34,,,,12.8,-14.07,-25.14,-27.71,,,
41.10694,29.02309,40.0,30.0,23.0,3.0,,,,-84.3,-100.94,-107.1,-107.91,,,,-10.75,-27.35,-34.08,-33.97,,,,14.75,-16.64,-23.45,-23.33,,,
41.10694,29.02307,40.0,30.0,23.0,3.0,,,,-84.48,-97.09,-106.66,-107.16,,,,-10.91,-23.52,-33.06,-33.6,,,,11.38,-12.67,-22.41,-22.96,,,
41.10694,29.02307,40.0,30.0,3.0,23.0,68.0,,,-81.22,-100.07,-104.45,-107.46,-113.98,,,-10.71,-29.57,-33.93,-36.63,,,,16.22,-18.89,-23.29,-26.0,-32.95,,
41.10694,29.02307,40.0,30.0,23.0,3.0,68.0,,,-84.74,-99.67,-107.31,-108.4,-114.49,,,-10.8,-25.74,-33.47,-34.4,,,,13.47,-14.98,-22.83,-23.76,-30.78,,
41.10694,29.02307,40.0,30.0,3.0,23.0,,,,-79.23,-100.7,-105.03,-107.35,,,,-10.67,-32.14,-36.29,-38.33,,,,18.61,-21.5,-25.66,-27.7,,,
41.10693,29.02306,40.0,30.0,23.0,3.0,,,,-81.34,-100.62,-103.99,-105.26,,,,-10.71,-29.86,-33.1,-34.5,,,,16.16,-19.19,-22.46,-23.86,,,
41.10693,29.02306,40.0,30.0,23.0,3.0,,,,-81.34,-98.24,-105.86,-108.12,,,,-10.73,-27.63,-35.79,-36.04,,,,15.31,-16.93,-25.17,-25.41,,,
41.10693,29.02306,40.0,30.0,23.0,68.0,,,,-79.72,-101.11,-103.93,-111.48,,,,-10.66,-30.54,-33.36,,,,,19.39,-19.88,-22.72,-30.5,,,
41.10693,29.02306,40.0,30.0,23.0,3.0,,,,-83.15,-98.81,-106.27,-107.33,,,,-10.78,-26.44,-33.82,-34.96,,,,14.02,-15.71,-23.18,-24.33,,,
41.10693,29.02306,40.0,30.0,23.0,3.0,,,,-82.17,-97.14,-110.31,-110.91,,,,-10.78,-25.75,-38.9,-39.31,,,,13.9,-15.0,-28.28,-28.69,,,
41.10693,29.02306,40.0,30.0,23.0,68.0,,,,-79.59,-103.98,-107.44,-110.68,,,,-10.65,-35.04,-38.49,,,,,20.5,-24.4,-27.87,-31.05,,,
41.10693,29.02306,40.0,30.0,23.0,3.0,,,,-79.5,-98.71,-106.86,-111.4,,,,-10.68,-29.89,-37.65,,,,,17.82,-19.22,-27.03,-31.52,,,
41.10693,29.02305,40.0,30.0,3.0,23.0,,,,-79.27,-99.24,-108.61,-109.79,,,,-10.67,-30.64,,,,,,18.48,-19.98,-29.43,-30.42,,,
41.10693,29.02305,40.0,30.0,3.0,,,,,-81.17,-97.46,-108.19,,,,,-10.76,-27.05,-37.75,,,,,14.75,-16.32,-27.13,,,,
41.10693,29.02305,40.0,30.0,23.0,3.0,,,,-80.33,-98.55,-107.45,-108.84,,,,-10.7,-28.91,-37.84,-39.5,,,,16.82,-18.23,-27.22,-28.87,,,
41.10693,29.02305,40.0,30.0,23.0,3.0,,,,-80.83,-100.81,-104.15,-107.52,,,,-10.69,-30.67,-33.97,-38.27,,,,17.13,-20.01,-23.34,-27.65,,,
41.10693,29.02305,40.0,30.0,23.0,,,,,-82.66,-99.8,-110.11,,,,,-10.72,-27.86,-38.39,,,,,15.83,-17.16,-27.76,,,,
41.10693,29.02305,40.0,30.0,23.0,3.0,,,,-83.05,-98.53,-112.36,-113.97,,,,-10.76,-26.25,-38.93,,,,,14.44,-15.51,-28.3,-31.21,,,
41.10693,29.02305,40.0,30.0,23.0,,,,,-81.58,-97.68,-113.8,,,,,-10.73,-26.84,,,,,,15.28,-16.12,-31.42,,,,
41.10693,29.02305,40.0,30.0,,,,,,-82.3,-96.44,,,,,,-10.79,-24.94,,,,,,13.61,-14.16,,,,,
41.10693,29.02305,40.0,30.0,23.0,,,,,-83.54,-96.88,-110.96,,,,,-10.84,-24.18,-38.26,,,,,12.74,-13.36,-27.63,,,,
41.10693,29.02305,40.0,30.0,23.0,3.0,,,,-82.19,-99.95,-110.66,-112.1,,,,-10.7,-28.47,-38.45,,,,,16.53,-17.78,-27.83,-29.67,,,
41.10693,29.02305,40.0,30.0,23.0,3.0,,,,-82.12,-99.6,-108.43,-111.26,,,,-10.7,-28.13,-35.93,-39.46,,,,16.73,-17.44,-25.3,-28.84,,,
41.10693,29.02304,40.0,30.0,3.0,23.0,,,,-84.96,-103.39,-111.98,-112.22,,,,-10.7,-28.94,-37.67,-37.72,,,,16.55,-18.26,-27.04,-27.1,,,
41.10693,29.02304,40.0,30.0,23.0,3.0,,,,-83.69,-100.34,-109.43,-113.32,,,,-10.72,-27.31,-36.65,,,,,15.9,-16.59,-26.03,-31.07,,,
41.10693,29.02304,40.0,30.0,23.0,3.0,,,,-83.14,-102.7,-112.14,-114.21,,,,-10.67,-30.24,-39.54,,,,,18.02,-19.57,-28.92,-31.21,,,
41.10693,29.02304,40.0,30.0,23.0,,,,,-84.43,-104.34,-113.65,,,,,-10.68,-30.6,-39.9,,,,,17.79,-19.94,-29.29,,,,
41.10693,29.02304,40.0,30.0,23.0,3.0,68.0,,,-86.79,-103.15,-113.41,-115.53,-116.09,,,-10.75,-27.12,-35.39,-39.2,,,,14.92,-16.39,-24.75,-28.58,-31.45,,
41.10693,29.02304,40.0,30.0,23.0,3.0,,,,-88.8,-104.39,-114.23,-117.38,,,,-10.78,-26.37,-36.07,-37.61,,,,13.98,-15.64,-25.44,-27.0,,,
41.10693,29.02304,40.0,30.0,23.0,3.0,,,,-89.24,-105.92,-116.56,-118.15,,,,-10.74,-27.37,-37.82,-39.4,,,,15.03,-16.66,-27.19,-28.79,,,
41.10693,29.02304,40.0,30.0,23.0,3.0,,,,-86.52,-106.3,-112.57,-116.11,,,,-10.69,-30.47,-36.68,,,,,17.3,-19.8,-26.05,-30.14,,,
41.10693,29.02304,40.0,30.0,23.0,3.0,,,,-90.02,-106.8,-112.53,-116.24,,,,-10.75,-27.61,-33.47,-37.36,,,,14.66,-16.91,-22.83,-26.74,,,
41.10693,29.02304,40.0,30.0,,,,,,-87.7,-103.69,,,,,,-10.75,-26.74,,,,,,15.06,-16.02,,,,,
41.10693,29.02304,40.0,30.0,3.0,23.0,68.0,,,-83.19,-103.62,-112.67,-115.53,-119.02,,,-10.66,-31.1,,-39.99,,,,18.8,-20.44,-29.94,-29.37,-29.84,,
41.10693,29.02304,40.0,30.0,23.0,3.0,,,,-83.36,-103.51,-113.63,-113.98,,,,-10.66,-30.81,,,,,,18.8,-20.16,-30.43,-29.92,,,
41.10693,29.02304,40.0,30.0,23.0,3.0,,,,-87.5,-105.34,-114.04,-116.75,,,,-10.71,-27.62,-35.43,-38.26,,,,16.04,-16.91,-24.8,-27.63,,,
41.10693,29.02304,40.0,30.0,23.0,,,,,-82.1,-105.97,-115.19,,,,,-10.64,-34.53,,,,,,22.18,-23.9,-32.86,,,,
41.10693,29.02304,40.0,30.0,23.0,3.0,,,,-88.27,-107.59,-116.62,-118.36,,,,-10.68,-29.65,-39.59,-39.22,,,,17.46,-18.98,-28.97,-28.6,,,
41.10693,29.02304,40.0,30.0,3.0,,,,,-90.52,-109.92,-114.51,,,,,-10.71,-30.11,-34.51,,,,,16.12,-19.45,-23.87,,,,
41.10693,29.02304,40.0,30.0,3.0,23.0,,,,-90.19,-106.77,-116.99,-120.53,,,,-10.74,-27.31,-37.53,,,,,15.23,-16.59,-26.9,-30.45,,,
41.10693,29.02304,40.0,30.0,23.0,3.0,,,,-90.36,-110.49,-119.52,-120.6,,,,-10.67,-30.43,-39.07,,,,,18.12,-19.77,-28.44,-30.27,,,
41.10693,29.02303,40.0,30.0,3.0,23.0,,,,-91.95,-112.9,-119.08,-120.26,,,,-10.68,-31.63,-38.15,-38.36,,,,17.86,-20.98,-27.53,-27.75,,,
41.10693,29.02303,40.0,30.0,3.0,23.0,,,,-92.14,-112.62,-121.81,-124.25,,,,-10.67,-31.16,-39.31,-39.61,,,,18.32,-20.5,-28.68,-29.0,,,
41.10693,29.02303,40.0,30.0,23.0,3.0,,,,-94.35,-110.13,-120.79,-123.59,,,,-10.75,-26.53,-37.1,,,,,14.74,-15.81,-26.47,-30.65,,,
41.10693,29.02303,40.0,30.0,23.0,3.0,,,,-94.08,-113.91,-121.98,-125.96,,,,-10.69,-30.53,-38.61,,,,,16.89,-19.86,-27.98,-33.08,,,
41.10692,29.02303,40.0,30.0,23.0,3.0,,,,-94.32,-113.0,-121.49,-123.43,,,,-10.71,-29.0,-37.11,-39.89,,,,16.37,-18.3,-26.48,-29.26,,,
41.10692,29.02303,40.0,30.0,3.0,,,,,-94.65,-112.55,-121.3,,,,,-10.76,-28.67,-37.4,,,,,14.66,-17.98,-26.79,,,,
41.10692,29.02303,40.0,30.0,23.0,3.0,,,,-97.5,-112.32,-120.95,-124.13,,,,-10.84,-25.66,-34.0,-36.89,,,,12.67,-14.91,-23.36,-26.26,,,
41.10692,29.02303,40.0,30.0,23.0,,,,,-95.79,-111.52,-121.83,,,,,-10.78,-26.51,-36.58,,,,,14.03,-15.78,-25.95,,,,
41.10692,29.02303,40.0,30.0,23.0,3.0,,,,-96.54,-112.98,-120.72,-123.46,,,,-10.77,-27.22,-34.44,-36.61,,,,14.17,-16.51,-23.8,-25.98,,,
41.10692,29.02303,40.0,30.0,3.0,23.0,,,,-96.26,-112.46,-122.79,-123.33,,,,-10.78,-26.98,-36.2,-35.9,,,,14.0,-16.26,-25.57,-25.27,,,
41.10692,29.02303,40.0,30.0,23.0,3.0,,,,-93.52,-112.78,-122.13,-125.47,,,,-10.7,-29.97,-38.54,,,,,16.64,-19.3,-27.92,-31.61,,,
41.10692,29.02303,40.0,30.0,23.0,3.0,,,,-95.5,-113.32,-120.64,-124.96,,,,-10.74,-28.57,-34.04,,,,,15.12,-17.88,-23.4,-30.62,,,
41.10692,29.02303,40.0,30.0,23.0,3.0,,,,-93.52,-111.49,-117.83,-123.71,,,,-10.71,-29.38,-35.79,,,,,16.29,-18.7,-25.17,-31.04,,,
41.10692,29.02303,40.0,30.0,3.0,23.0,,,,-94.49,-113.61,-123.26,-124.09,,,,-10.72,-29.84,-39.49,,,,,16.04,-19.17,-28.87,-29.7,,,
41.10692,29.02303,40.0,30.0,23.0,3.0,,,,-94.75,-113.26,-120.56,-122.79,,,,-10.72,-29.02,-36.24,-37.38,,,,15.67,-18.34,-25.6,-26.75,,,
41.10692,29.02303,40.0,30.0,23.0,3.0,,,,-93.78,-113.7,-117.41,-123.7,,,,-10.7,-30.59,-34.36,,,,,16.77,-19.93,-23.73,-30.94,,,
41.10692,29.02303,40.0,30.0,23.0,3.0,68.0,,,-95.91,-112.71,-118.93,-121.66,-125.41,,,-10.79,-27.6,-33.95,-38.07,,,,13.6,-16.89,-23.31,-27.44,-29.71,,
